participant,sim_id,trial_index,trial_biome,chosen_block,chosen_row,points,cf_diff,belief_chosen_row,belief_biome_overworld,belief_biome_cave,belief_biome_deep,feedback,salience,salience_mode,forced_creeper_trial
S000,0,0,overworld,0,0,0.0,1.375,0.3266,0.8165,1.4007,1.8538000000000001,full,a_lot,highlight,False
S000,0,1,cave,4,1,4.0,,3.133566666666667,0.8165,1.833916666666667,1.8538000000000001,partial,none,,False
S000,0,2,cave,4,1,2.0,,2.68014,0.8165,1.7205600000000003,1.8538000000000001,partial,none,,False
S000,0,3,cave,12,3,0.0,,0.4669,0.8165,1.4871100000000002,1.8538000000000001,full,none,,False
S000,0,4,cave,4,1,0.0,,1.9143857142857144,0.8165,1.2956714285714286,1.8538000000000001,partial,none,,True
S000,0,5,cave,12,3,0.0,,0.28014,0.8165,1.2489814285714287,1.8538000000000001,full,none,,False
S000,0,6,deep,12,3,4.0,,3.2845999999999997,0.8165,1.2489814285714287,2.2115,partial,none,,False
S000,0,7,cave,6,1,2.0,-2.0,1.933411111111111,0.8165,1.2537377777777778,2.2115,full,little,consider,False
S000,0,8,overworld,4,1,2.0,,1.6599333333333333,0.9865333333333333,1.2537377777777778,2.2115,partial,none,,False
S000,0,9,deep,12,3,3.0,,3.17076,0.9865333333333333,1.2537377777777778,2.18304,partial,none,,False
S000,0,10,deep,0,0,0.0,,0.6179333333333333,0.9865333333333333,1.2537377777777778,1.8740733333333335,partial,none,,False
S000,0,11,overworld,4,1,0.0,,0.9959600000000001,0.82054,1.2537377777777778,1.8740733333333335,partial,none,,False
S000,0,12,cave,0,0,0.0,,0.4669,0.82054,1.0202877777777777,1.8740733333333335,partial,none,,False
S000,0,13,deep,8,2,2.0,,1.9512666666666665,0.82054,1.0202877777777777,1.89844,partial,none,,False
S000,0,14,overworld,4,1,1.0,0.1428571428571428,0.9971142857142856,0.8208285714285715,1.0202877777777777,1.89844,full,a_lot,consider,False
S000,0,15,deep,8,2,1.0,0.0,1.57076,0.8208285714285715,1.0202877777777777,1.803313333333333,full,a_lot,highlight,False
S000,0,16,cave,4,1,0.0,0.42857142857142855,1.5818818181818182,0.8208285714285715,0.9324054545454545,1.803313333333333,full,a_lot,highlight,False
S000,0,17,deep,12,3,0.0,,2.264828571428571,0.8208285714285715,0.9324054545454545,1.5768304761904761,partial,none,,False
S000,0,18,overworld,5,1,0.0,0.2857142857142857,0.7755333333333332,0.7654333333333333,0.9324054545454545,1.5768304761904761,full,a_lot,consider,False
S000,0,19,overworld,12,3,0.0,2.5,0.3266,0.6021333333333333,0.9324054545454545,1.5768304761904761,full,little,highlight,False
S000,0,20,cave,7,1,2.0,0.4285714285714284,1.6462076923076925,0.6021333333333333,0.9484869230769231,1.5768304761904761,full,a_lot,consider,False
S000,0,21,overworld,8,2,1.0,,0.9932666666666666,0.6054999999999999,0.9484869230769231,1.5768304761904761,partial,none,,False
S000,0,22,deep,4,1,0.0,,0.6179333333333333,0.6054999999999999,0.9484869230769231,1.2678638095238095,full,none,,False
S000,0,23,cave,4,1,0.0,,1.4267133333333333,0.6054999999999999,0.8936133333333333,1.2678638095238095,partial,none,,False
S000,0,24,overworld,8,2,0.0,,0.59596,0.5061733333333334,0.8936133333333333,1.2678638095238095,partial,none,,True
S000,0,25,overworld,12,3,2.0,,0.9959600000000001,0.6735133333333333,0.8936133333333333,1.2678638095238095,full,none,,False
S000,0,26,overworld,2,0,0.0,3.0,0.19596000000000002,0.6408533333333334,0.8936133333333333,1.2678638095238095,full,little,consider,False
S000,0,27,overworld,0,0,1.0,0.5714285714285714,0.4256857142857143,0.6982847619047619,0.8936133333333333,1.2678638095238095,full,a_lot,highlight,False
S000,0,28,overworld,12,3,3.0,,1.5685428571428572,0.8414304761904762,0.8936133333333333,1.2678638095238095,full,none,,False
S000,0,29,deep,12,3,0.0,,1.761533333333333,0.8414304761904762,0.8936133333333333,1.1420399999999997,partial,none,,True
S000,0,30,overworld,12,3,0.0,2.5,1.2199777777777778,0.7542892063492064,0.8936133333333333,1.1420399999999997,full,little,highlight,False
S000,0,31,deep,12,3,4.0,-2.857142857142857,2.1685272727272724,0.7542892063492064,0.8936133333333333,1.2437884848484848,full,a_lot,highlight,False
S000,0,32,cave,8,2,4.0,-2.75,3.133566666666667,0.7542892063492064,1.32683,1.2437884848484848,full,a_lot,highlight,False
S000,0,33,cave,8,2,0.0,,1.8801400000000001,0.7542892063492064,1.0134733333333334,1.2437884848484848,partial,none,,False
S000,0,34,overworld,12,3,2.0,,1.3618000000000001,0.789744761904762,1.0134733333333334,1.2437884848484848,partial,none,,False
S000,0,35,deep,12,3,0.0,,1.8349076923076921,0.789744761904762,1.0134733333333334,1.1603835897435897,partial,none,,True
S000,0,36,cave,4,1,0.0,2.5,1.258864705882353,0.789744761904762,0.9715111764705883,1.1603835897435897,full,little,highlight,False
S000,0,37,cave,8,2,0.0,0.0,1.342957142857143,0.789744761904762,0.8372154621848739,1.1603835897435897,full,little,consider,False
S000,0,38,overworld,12,3,0.0,,1.1522923076923077,0.7373678388278389,0.8372154621848739,1.1603835897435897,partial,none,,True
S000,0,39,overworld,8,2,3.0,,1.2828285714285714,0.9090849816849816,0.8372154621848739,1.1603835897435897,partial,none,,False
S000,0,40,deep,15,3,0.0,2.7142857142857144,1.590253333333333,0.9090849816849816,0.8372154621848739,1.0992199999999999,full,a_lot,consider,False
S000,0,41,deep,7,1,4.0,0.0,1.97076,0.9090849816849816,0.8372154621848739,1.4374266666666666,full,little,consider,False
S000,0,42,overworld,12,3,3.0,,1.3986533333333333,0.970675238095238,0.8372154621848739,1.4374266666666666,partial,none,,False
S000,0,43,cave,4,1,0.0,1.5,1.1263526315789474,0.970675238095238,0.8040874436090225,1.4374266666666666,full,little,highlight,False
S000,0,44,overworld,12,3,0.0,,1.2341058823529412,0.9295383753501401,0.8040874436090225,1.4374266666666666,partial,none,,False
S000,0,45,cave,8,2,0.0,1.7142857142857142,1.0445222222222221,0.9295383753501401,0.7294787134502924,1.4374266666666666,full,a_lot,consider,False
S000,0,46,deep,4,1,0.0,,1.4076857142857142,0.9295383753501401,0.7294787134502924,1.296658095238095,partial,none,,False
S000,0,47,deep,12,3,1.0,,1.520811764705882,0.9295383753501401,0.7294787134502924,1.2792977030812325,partial,none,,False
S000,0,48,deep,7,1,4.0,0.0,1.9837555555555555,0.9295383753501401,0.7294787134502924,1.4233151633986927,full,little,consider,False
S000,0,49,overworld,8,2,0.0,,0.9977555555555556,0.858270121381886,0.7294787134502924,1.4233151633986927,partial,none,,False
S000,0,50,cave,4,1,3.0,,1.3047952380952381,0.858270121381886,0.774089365079365,1.4233151633986927,partial,none,,False
S000,0,51,deep,12,3,2.0,1.0,1.571252631578947,0.858270121381886,0.774089365079365,1.435925380116959,full,little,highlight,False
S000,0,52,overworld,4,1,0.0,,0.6345272727272727,0.823018606230371,0.774089365079365,1.435925380116959,partial,none,,False
S000,0,53,cave,8,2,0.0,,0.8546090909090908,0.823018606230371,0.7266110822510822,1.435925380116959,partial,none,,False
S000,0,54,deep,12,3,4.0,,1.8025619047619044,0.823018606230371,0.7266110822510822,1.4937526984126983,partial,none,,False
S000,0,55,deep,12,3,4.0,,1.9936434782608692,0.823018606230371,0.7266110822510822,1.5415230917874396,full,none,,False
S000,0,56,cave,4,1,0.0,,1.1913347826086957,0.823018606230371,0.6982459683794466,1.5415230917874396,partial,none,,False
S000,0,57,overworld,11,2,1.0,1.0,0.9981636363636365,0.8231206264323911,0.6982459683794466,1.5415230917874396,full,little,consider,False
S000,0,58,deep,12,3,2.0,,1.9941519999999997,0.8231206264323911,0.6982459683794466,1.5416502222222221,partial,none,,False
S000,0,59,cave,8,2,3.0,,1.1846692307692308,0.8231206264323911,0.7807610033444816,1.5416502222222221,partial,none,,False
